x	y	new_x	new_y	pixel_x	pixel_y	selected
5	9	5.07	8.98	354.85	430.35	0
5	11	5.06	10.99	354.65	478.6	0
5	13	5.03	12.98	353.9	526.65	0
5	15	5.04	15	354.1	575.05	0
5	17	5.04	16.99	354.05	622.95	0
5	19	5.07	18.96	354.7	670.35	0
5	21	5.05	21	354.4	719.3	0
5	23	5.02	22.97	353.7	766.8	0
5	25	5.03	24.99	354	815.25	0
5	27	5.04	26.98	354.15	863.1	0
5	29	5.01	28.98	353.5	911.3	0
5	31	5.02	30.97	353.6	959.25	0
5	33	5.03	32.98	353.95	1007.4	0
5	35	5.05	34.98	354.3	1055.6	0
5	37	5.02	36.99	353.75	1103.95	0
5	39	5.05	38.97	354.35	1151.6	0
5	41	5.05	41.01	354.35	1200.5	0
5	43	5.03	43	353.9	1248.3	0
5	45	5.02	44.99	353.8	1296.15	0
5	47	5.02	46.98	353.7	1344.2	0
5	49	5.01	48.98	353.55	1392.2	0
5	51	5.03	50.98	353.95	1440.25	0
5	53	5.03	52.99	353.95	1488.55	0
5	55	5.01	54.98	353.45	1536.45	0
5	57	5.01	56.96	353.5	1584.15	0
5	59	5.02	58.98	353.65	1632.7	0
5	61	5.02	60.99	353.6	1680.9	0
5	63	4.98	62.97	352.85	1728.65	0
6	2	6.05	2.03	375.95	263.3	0
6	4	6.03	4.03	375.55	311.25	0
6	6	6.03	5.92	375.6	356.75	0
6	8	6.03	7.94	375.6	405.45	0
6	10	6.03	10.01	375.6	455.05	0
6	12	6.03	11.98	375.5	502.45	0
6	14	6.02	13.95	375.4	549.9	0
6	16	6.04	15.92	375.85	597.3	0
6	18	6.02	17.96	375.4	646.2	0
6	20	6.03	19.97	375.55	694.7	0
6	22	6.02	21.98	375.3	742.85	0
6	24	6.04	23.93	375.85	789.8	0
6	26	6.02	25.98	375.4	839.2	0
6	28	6.04	27.95	375.8	886.45	0
6	30	5.99	29.97	374.65	934.95	0
6	32	6.01	31.97	375	983.2	0
6	34	5.99	33.95	374.75	1030.7	0
6	36	6	35.94	374.9	1078.7	0
6	38	5.99	37.98	374.7	1127.6	0
6	40	5.99	39.97	374.7	1175.6	0
6	42	6	42.01	374.95	1224.5	0
6	44	6.03	43.97	375.55	1271.75	0
6	46	6.01	46.01	375.1	1320.7	0
6	48	5.99	47.99	374.7	1368.35	0
6	50	5.97	49.99	374.35	1416.4	0
6	52	6	51.97	374.8	1464.15	0
6	54	5.95	54	373.9	1512.8	0
6	56	5.98	55.98	374.4	1560.4	0
6	58	5.98	57.99	374.55	1608.8	0
6	60	5.99	60	374.7	1657	0
6	62	5.95	61.98	373.9	1704.75	0
7	1	7.01	1	396.7	238.55	0
7	3	7.05	3.02	397.55	287	0
7	5	6.99	5.02	396.25	335.05	0
7	7	7.01	6.93	396.7	381.2	0
7	9	7.02	8.97	396.85	430.15	0
7	11	7.03	10.98	397.1	478.4	0
7	13	7	12.97	396.6	526.25	0
7	15	7	14.98	396.55	574.6	0
7	17	7.01	16.92	396.7	621.3	0
7	19	7.02	18.98	396.95	670.85	0
7	21	6.98	20.97	396.15	718.6	0
7	23	7.03	22.96	397.15	766.45	0
7	25	7.02	24.98	396.95	815	0
7	27	7.03	26.96	397.15	862.8	0
7	29	7	28.94	396.5	910.4	0
7	31	7.01	30.96	396.7	958.9	0
7	33	6.99	32.94	396.35	1006.6	0
7	35	7.02	34.96	397.05	1055	0
7	37	7	36.96	396.55	1103.2	0
7	39	7	38.99	396.45	1152.05	0
7	41	7	40.97	396.4	1199.55	0
7	43	7.03	43.01	397.2	1248.55	0
7	45	7.02	44.99	396.9	1296.15	0
7	47	6.99	46.98	396.2	1344.15	0
7	49	6.99	48.98	396.35	1392.15	0
7	51	6.98	50.99	396.15	1440.4	0
7	53	6.99	52.98	396.35	1488.2	0
7	55	6.96	54.98	395.7	1536.5	0
7	57	6.99	56.99	396.25	1584.7	0
7	59	6.99	58.99	396.3	1632.85	0
7	61	7	60.99	396.5	1680.85	0
7	63	6.96	63	395.6	1729.15	0
8	2	8.09	2.04	420.05	263.4	0
8	4	8.02	4.05	418.65	311.95	0
8	6	7.99	5.99	417.9	358.5	0
8	8	8.08	7.94	419.8	405.5	0
8	10	8.04	10	418.9	454.95	0
8	12	8.02	12.02	418.6	503.5	0
8	14	8	13.95	418.2	549.85	0
8	16	8.02	15.93	418.65	597.45	0
8	18	8.02	18	418.45	647.3	0
8	20	8.03	20.01	418.85	695.5	0
8	22	8.02	22	418.5	743.5	0
8	24	8.03	23.95	418.7	790.35	0
8	26	8.04	25.98	418.9	839.1	0
8	28	8.05	27.98	419.3	887.15	0
8	30	7.96	29.92	417.2	933.95	0
8	32	8	31.98	418.2	983.5	0
8	34	8.01	33.98	418.4	1031.45	0
8	36	8.02	35.98	418.5	1079.6	0
8	38	8.01	38.02	418.25	1128.65	0
8	40	8.01	40	418.25	1176.1	0
8	42	8.02	42.04	418.5	1225.3	0
8	44	8.01	44	418.3	1272.35	0
8	46	7.98	46	417.8	1320.5	0
8	48	8	48	418.2	1368.7	0
8	50	7.98	50.01	417.6	1416.9	0
8	52	8.01	52	418.35	1464.8	0
8	54	7.96	54.02	417.25	1513.35	0
8	56	7.99	56	417.95	1560.9	0
8	58	7.98	58.02	417.75	1609.45	0
8	60	8	60.02	418.1	1657.55	0
8	62	7.98	62	417.6	1705.1	0
9	1	9	1.03	439.8	239.3	0
9	3	9.05	3.06	440.85	288	0
9	5	9	5.04	439.7	335.55	0
9	7	9	6.99	439.75	382.45	0
9	9	9.02	9.01	440.25	431.05	0
9	11	9.14	11.03	442.8	479.55	0
9	13	9.01	12.94	440	525.7	0
9	15	9.04	14.94	440.55	573.7	0
9	17	9.02	16.93	440.1	621.5	0
9	19	9.03	19	440.3	671.3	0
9	21	9.01	21.02	439.95	719.8	0
9	23	9.03	22.92	440.3	765.45	0
9	25	9.02	24.98	440.05	815.05	0
9	27	9.03	26.99	440.35	863.4	0
9	29	9	29	439.6	911.65	0
9	31	8.96	31.01	438.95	960.1	0
9	33	8.97	32.94	439.2	1006.55	0
9	35	9.05	34.94	440.9	1054.7	0
9	37	9.01	37.01	440	1104.4	0
9	39	8.99	38.98	439.6	1151.75	0
9	41	9.01	41.02	440	1200.8	0
9	43	9.03	43.01	440.45	1248.55	0
9	45	9.01	45	439.95	1296.4	0
9	47	9.01	47.01	439.85	1344.8	0
9	49	9	49.01	439.65	1392.9	0
9	51	9.01	51	439.9	1440.85	0
9	53	8.99	53.02	439.5	1489.3	0
9	55	8.97	55	439.15	1536.9	0
9	57	8.99	57.02	439.5	1585.4	0
9	59	9	59.02	439.8	1633.6	0
9	61	9	61.02	439.8	1681.8	0
9	63	8.97	63.03	439.05	1730	0
10	2	10.01	2	461.55	262.5	0
10	4	9.98	3.99	460.9	310.3	0
10	6	10.1	5.94	463.55	357.2	0
10	8	10.12	7.94	463.9	405.25	0
10	10	10.1	9.98	463.5	454.35	0
10	12	10.14	11.96	464.3	502.05	0
10	14	10.01	13.92	461.6	549.25	0
10	16	10.03	15.98	462	598.75	0
10	18	10.01	17.99	461.65	647	0
10	20	10.03	19.95	461.9	694.1	0
10	22	10	21.97	461.45	742.65	0
10	24	10.01	23.94	461.5	790.15	0
10	26	10.04	25.99	462.25	839.5	0
10	28	10.01	27.98	461.5	887.3	0
10	30	10.01	29.98	461.65	935.3	0
10	32	10.03	31.99	461.9	983.65	0
10	34	10.05	34	462.4	1031.95	0
10	36	10.04	35.92	462.15	1078.2	0
10	38	10.01	37.98	461.55	1127.6	0
10	40	10.04	39.97	462.2	1175.65	0
10	42	10.01	41.98	461.6	1223.9	0
10	44	10.03	43.98	462.05	1271.9	0
10	46	10.02	45.96	461.75	1319.5	0
10	48	10.01	48	461.45	1368.65	0
10	50	10.01	50.01	461.45	1416.95	0
10	52	9.95	51.98	460.2	1464.25	0
10	54	10.01	53.92	461.45	1511	0
10	56	9.99	55.87	461.1	1557.95	0
10	58	9.99	57.97	461.25	1608.4	0
10	60	9.98	59.96	460.9	1656.3	0
10	62	9.98	62	461	1705.15	0
11	1	11.02	1.02	483.35	238.95	0
11	3	10.96	2.92	482.15	284.55	0
11	5	10.97	4.98	482.4	334.1	0
11	7	11.1	6.92	485.1	380.9	0
11	9	11.08	8.96	484.75	429.9	0
11	11	11.1	10.97	485.2	478.2	0
11	13	11.03	12.93	483.5	525.4	0
11	15	11.03	14.93	483.5	573.35	0
11	17	11.05	16.95	484.1	621.95	0
11	19	11.01	18.93	483.3	669.75	0
11	21	10.98	20.92	482.6	717.4	0
11	23	11.02	22.97	483.35	766.65	0
11	25	11.01	24.97	483.2	814.9	0
11	27	11.02	26.98	483.45	863.15	0
11	29	10.99	28.97	482.8	911	0
11	31	11	30.97	483	959.2	0
11	33	11.03	32.97	483.55	1007.2	0
11	35	11.03	34.97	483.7	1055.35	0
11	37	10.96	36.9	482.05	1101.8	0
11	39	10.99	38.97	482.8	1151.4	0
11	41	11.03	40.98	483.65	1199.75	0
11	43	11.03	42.93	483.55	1246.75	0
11	45	11.03	44.93	483.7	1294.7	0
11	47	11.02	46.97	483.3	1343.85	0
11	49	11.02	49	483.4	1392.7	0
11	51	11.01	50.97	483.2	1440.1	0
11	53	11.03	52.84	483.6	1485	0
11	55	10.98	54.87	482.55	1533.8	0
11	57	11	56.97	483	1584.35	0
11	59	10.98	59	482.6	1633	0
11	61	10.9	60.94	480.85	1679.8	0
11	63	10.98	63.02	482.6	1729.7	0
12	2	12	1.98	504.55	262.1	0
12	4	12.01	3.99	504.7	310.4	0
12	6	12.18	5.93	508.35	357.05	0
12	8	12.08	7.96	506.35	405.75	0
12	10	12.11	9.92	507	453	0
12	12	12.13	11.94	507.4	501.45	0
12	14	12.02	13.95	505.05	549.8	0
12	16	12.04	15.92	505.4	597.3	0
12	18	12.01	17.97	504.85	646.65	0
12	20	12.06	19.97	505.8	694.6	0
12	22	12	21.92	504.7	741.6	0
12	24	12.01	23.95	504.85	790.4	0
12	26	12.04	25.98	505.4	839.1	0
12	28	12.04	27.98	505.4	887.25	0
12	30	12.01	29.97	504.7	935.1	0
12	32	12.02	31.97	505.1	983.15	0
12	34	12.02	33.96	504.95	1031.1	0
12	36	11.97	35.9	504	1077.75	0
12	38	11.97	37.92	504	1126.1	0
12	40	12.01	39.98	504.8	1175.85	0
12	42	12.02	41.95	505	1223.15	0
12	44	12	43.94	504.5	1270.95	0
12	46	11.98	45.98	504.05	1319.9	0
12	48	11.98	47.98	504.15	1368.2	0
12	50	11.99	49.99	504.4	1416.5	0
12	52	11.98	51.89	504.15	1462.1	0
12	54	11.97	53.98	503.9	1512.3	0
12	56	11.99	55.97	504.35	1560.2	0
12	58	11.98	57.97	504.1	1608.3	0
12	60	11.95	59.97	503.55	1656.4	0
12	62	11.98	61.95	504.1	1704	0
13	1	13.02	1.01	526.55	238.7	0
13	3	12.97	2.93	525.55	285	0
13	5	12.97	4.91	525.55	332.55	0
13	7	13.09	6.93	528	381.1	0
13	9	13.07	8.92	527.75	429	0
13	11	13.11	10.99	528.65	478.65	0
13	13	13.02	12.93	526.7	525.45	0
13	15	13.03	14.95	526.8	574	0
13	17	13.03	16.94	526.75	621.7	0
13	19	13.03	18.91	526.8	669.15	0
13	21	13	20.94	526.1	718	0
13	23	12.97	22.89	525.5	764.8	0
13	25	13.01	24.95	526.45	814.3	0
13	27	13	26.94	526.25	862.3	0
13	29	12.99	28.94	525.9	910.3	0
13	31	13.04	30.99	527.05	959.65	0
13	33	13.03	32.96	526.8	1007	0
13	35	13.01	34.94	526.45	1054.5	0
13	37	13	36.96	526.2	1103.05	0
13	39	13.01	38.98	526.3	1151.65	0
13	41	13.01	40.97	526.5	1199.6	0
13	43	13.05	42.94	527.3	1247.05	0
13	45	13.03	44.94	526.85	1294.95	0
13	47	13	46.97	526.2	1343.85	0
13	49	13.01	48.98	526.4	1392.1	0
13	51	13.01	50.95	526.4	1439.6	0
13	53	12.97	52.92	525.5	1486.85	0
13	55	12.99	54.98	525.9	1536.35	0
13	57	12.96	56.93	525.3	1583.4	0
13	59	13	58.95	526.2	1631.85	0
13	61	13	60.97	526.1	1680.5	0
13	63	12.97	63.01	525.65	1729.5	0
14	2	13.99	1.97	547.5	261.8	0
14	4	13.98	3.99	547.45	310.3	0
14	6	13.96	5.95	547	357.65	0
14	8	13.97	7.96	547.2	405.75	0
14	10	13.97	9.97	547.15	454.2	0
14	12	13.99	11.97	547.7	502.4	0
14	14	13.98	13.98	547.3	550.6	0
14	16	13.97	15.98	547.2	598.65	0
14	18	13.99	17.99	547.6	647.1	0
14	20	13.99	19.97	547.55	694.65	0
14	22	13.97	21.98	547.25	743	0
14	24	13.97	23.97	547.2	790.8	0
14	26	13.99	25.98	547.5	839.15	0
14	28	13.99	27.97	547.6	887.1	0
14	30	13.96	29.99	546.9	935.55	0
14	32	13.95	31.98	546.8	983.3	0
14	34	13.98	33.98	547.3	1031.4	0
14	36	14	35.97	547.7	1079.35	0
14	38	13.96	37.98	547	1127.6	0
14	40	13.97	39.98	547.15	1175.8	0
14	42	13.96	41.98	547	1223.8	0
14	44	13.98	44	547.4	1272.3	0
14	46	13.93	45.97	546.3	1319.9	0
14	48	13.94	47.97	546.6	1367.95	0
14	50	13.96	49.98	546.95	1416.2	0
14	52	13.96	51.98	546.95	1464.2	0
14	54	13.95	53.98	546.65	1512.35	0
14	56	13.96	55.99	546.85	1560.65	0
14	58	13.96	57.97	546.85	1608.3	0
14	60	13.96	59.99	546.95	1656.95	0
14	62	13.93	61.97	546.35	1704.6	0
15	1	14.99	1	569.3	238.5	0
15	3	14.99	3.01	569.1	286.7	0
15	5	14.96	4.98	568.5	334.3	0
15	7	14.99	6.95	569.1	381.6	0
15	9	14.97	8.98	568.8	430.45	0
15	11	14.99	10.99	569.25	478.7	0
15	13	14.96	13	568.65	526.95	0
15	15	14.97	14.99	568.75	574.9	0
15	17	14.99	17.01	569.2	623.45	0
15	19	15	18.99	569.4	671.05	0
15	21	14.96	20.99	568.55	719.25	0
15	23	14.98	22.99	569	767.3	0
15	25	14.97	24.99	568.75	815.4	0
15	27	14.98	26.99	569.05	863.3	0
15	29	14.95	28.98	568.3	911.15	0
15	31	14.94	31	568.2	959.8	0
15	33	14.96	32.98	568.45	1007.35	0
15	35	14.97	34.99	568.85	1055.8	0
15	37	14.96	36.98	568.55	1103.7	0
15	39	14.94	39.03	568.1	1152.85	0
15	41	14.96	41	568.65	1200.15	0
15	43	14.96	43	568.55	1248.4	0
15	45	14.95	45	568.4	1296.45	0
15	47	14.92	46.99	567.65	1344.4	0
15	49	14.94	48.98	568.05	1392.25	0
15	51	14.96	50.99	568.5	1440.5	0
15	53	14.95	52.99	568.45	1488.55	0
15	55	14.94	54.99	568.15	1536.75	0
15	57	14.97	57	568.75	1585.05	0
15	59	14.96	58.98	568.65	1632.6	0
15	61	14.98	61.01	568.9	1681.3	0
15	63	14.95	63	568.4	1729.2	0
16	2	15.98	1.98	590.6	261.95	0
16	4	15.97	4	590.5	310.6	0
16	6	15.95	5.97	589.95	357.9	0
16	8	15.97	7.97	590.4	406.2	0
16	10	15.97	9.98	590.4	454.3	0
16	12	15.97	11.99	590.4	502.7	0
16	14	15.97	13.98	590.3	550.7	0
16	16	15.99	15.98	590.8	598.8	0
16	18	15.98	17.98	590.6	646.85	0
16	20	16	19.99	591.1	695	0
16	22	15.97	21.98	590.4	743.05	0
16	24	15.97	23.99	590.4	791.2	0
16	26	15.98	26	590.55	839.6	0
16	28	16	27.99	591.1	887.4	0
16	30	15.94	29.96	589.8	934.75	0
16	32	15.96	31.98	590.25	983.4	1
16	34	15.98	33.99	590.6	1031.7	1
16	36	15.99	35.97	590.8	1079.3	0
16	38	15.93	38	589.55	1128.1	0
16	40	15.97	39.98	590.35	1175.8	0
16	42	15.96	42	590.1	1224.3	0
16	44	15.97	43.99	590.35	1272.1	0
16	46	15.92	46	589.2	1320.6	0
16	48	15.96	47.99	590.2	1368.25	0
16	50	15.96	50	590.2	1416.75	0
16	52	15.95	51.98	589.95	1464.4	0
16	54	15.94	53.99	589.7	1512.7	0
16	56	15.96	55.99	590.2	1560.7	0
16	58	15.96	57.99	590.2	1608.75	0
16	60	15.99	60.01	590.8	1657.35	0
16	62	15.93	61.97	589.45	1704.5	0
17	1	16.96	0.98	611.85	238.05	0
17	3	17.01	2.99	612.8	286.45	0
17	5	16.95	4.99	611.65	334.4	0
17	7	16.94	6.96	611.4	381.75	0
17	9	16.97	8.96	612	430	0
17	11	16.99	10.97	612.5	478.25	0
17	13	16.94	12.98	611.3	526.5	0
17	15	16.98	14.98	612.2	574.6	0
17	17	16.97	16.98	612.05	622.8	0
17	19	16.99	18.97	612.5	670.6	0
17	21	16.96	20.98	611.8	718.9	0
17	23	16.98	22.97	612.1	766.8	0
17	25	16.98	24.99	612.1	815.35	0
17	27	16.99	26.97	612.4	863	0
17	29	16.95	28.97	611.6	911.05	1
17	31	16.96	30.98	611.85	959.45	1
17	33	16.97	32.96	611.95	1007	1
17	35	16.98	34.96	612.2	1055.1	1
17	37	16.97	36.97	612	1103.4	0
17	39	16.96	38.98	611.8	1151.65	0
17	41	16.96	40.97	611.85	1199.6	0
17	43	16.97	42.99	611.95	1248.2	0
17	45	16.96	44.98	611.7	1295.95	0
17	47	16.93	46.98	611.05	1344	0
17	49	16.95	48.98	611.65	1392.2	0
17	51	16.97	50.97	612	1440.1	0
17	53	16.98	52.98	612.3	1488.4	0
17	55	16.95	54.99	611.6	1536.7	0
17	57	16.96	56.99	611.8	1584.8	0
17	59	16.97	58.98	611.9	1632.55	0
17	61	16.97	60.99	612	1680.8	0
17	63	16.93	62.99	611.2	1729	0
18	2	18.04	1.97	635.15	261.9	0
18	4	18.05	3.98	635.25	310.1	0
18	6	18.03	5.91	634.95	356.55	0
18	8	18.05	7.95	635.25	405.7	0
18	10	18.05	9.97	635.3	454.15	0
18	12	18.06	11.99	635.5	502.7	0
18	14	18.05	13.98	635.3	550.6	0
18	16	18.04	15.97	635.15	598.55	0
18	18	18.03	17.97	634.95	646.6	0
18	20	18.05	19.96	635.35	694.5	0
18	22	18.02	21.97	634.6	742.6	0
18	24	18.01	23.96	634.55	790.6	0
18	26	18.03	25.97	635	838.9	0
18	28	18.06	27.97	635.5	887.1	1
18	30	18.01	29.96	634.5	934.9	1
18	32	18.03	31.98	634.85	983.35	1
18	34	18.03	33.98	634.8	1031.55	1
18	36	18.04	36	635.1	1079.95	1
18	38	18.01	37.97	634.6	1127.4	0
18	40	18.02	39.98	634.75	1175.65	0
18	42	18.02	41.97	634.8	1223.7	0
18	44	18.07	43.97	635.8	1271.8	0
18	46	18	45.96	634.2	1319.6	0
18	48	18.03	47.96	635	1367.75	0
18	50	18.05	49.97	635.25	1416	0
18	52	18.03	51.95	635	1463.65	0
18	54	18	53.96	634.3	1511.9	0
18	56	18.01	55.96	634.55	1560	0
18	58	18.02	57.97	634.6	1608.4	0
18	60	18.02	59.97	634.8	1656.45	0
18	62	18	61.95	634.15	1704.1	0
19	1	19.02	0.92	656.25	236.45	0
19	3	19.05	2.98	656.95	286	0
19	5	19.02	4.95	656.35	333.55	0
19	7	19.03	6.91	656.5	380.6	0
19	9	19.04	8.96	656.7	429.85	0
19	11	19.06	10.96	657.15	478	0
19	13	19.03	12.98	656.5	526.45	0
19	15	19.04	14.96	656.8	574.1	0
19	17	19.05	16.97	656.9	622.6	0
19	19	19.04	18.96	656.75	670.35	0
19	21	19.01	20.96	656.1	718.5	0
19	23	19.04	22.93	656.7	765.75	0
19	25	19.04	24.97	656.75	814.8	0
19	27	19.03	26.96	656.5	862.65	1
19	29	19.01	28.97	656	910.9	1
19	31	19.01	30.97	656.1	959.05	1
19	33	19.02	32.95	656.25	1006.75	1
19	35	19.04	34.98	656.7	1055.5	1
19	37	19.02	36.97	656.3	1103.4	1
19	39	19.01	38.98	656.1	1151.6	1
19	41	19.03	40.96	656.5	1199.3	0
19	43	19.04	42.97	656.7	1247.65	0
19	45	19.03	44.96	656.45	1295.4	0
19	47	19.02	46.97	656.2	1343.95	0
19	49	19.03	48.96	656.6	1391.8	0
19	51	19.03	50.97	656.6	1440	0
19	53	19.01	52.92	656.1	1487	0
19	55	19	54.95	655.95	1535.7	0
19	57	19.03	56.95	656.45	1583.9	0
19	59	19.01	58.96	656.15	1632.15	0
19	61	19.04	60.98	656.7	1680.6	0
19	63	18.98	62.9	655.35	1726.8	0
20	2	20.05	1.97	678.45	261.95	0
20	4	20.04	3.97	678.4	310.05	0
20	6	20.01	5.93	677.7	357.05	0
20	8	20.05	7.95	678.5	405.7	0
20	10	20.05	9.98	678.6	454.5	0
20	12	20.06	11.99	678.8	502.8	0
20	14	20.03	13.99	678.1	550.8	0
20	16	20.07	15.97	679.05	598.5	0
20	18	20.05	17.98	678.5	646.8	0
20	20	20.06	19.98	678.7	694.8	0
20	22	20.04	21.94	678.25	742.05	0
20	24	20.03	23.97	678.1	790.7	0
20	26	20.03	25.96	678.1	838.65	1
20	28	20.05	27.98	678.65	887.2	1
20	30	20.02	29.98	677.95	935.2	1
20	32	20.03	31.97	678.1	983.25	1
20	34	20.04	33.98	678.35	1031.4	1
20	36	20.03	35.98	678.2	1079.5	1
20	38	20.01	37.96	677.65	1127.1	1
20	40	20.02	39.99	677.9	1176.1	1
20	42	20.02	41.98	677.95	1223.85	1
20	44	20.04	43.97	678.3	1271.8	0
20	46	20	45.97	677.4	1319.75	0
20	48	20.03	47.97	678.15	1368	0
20	50	20.02	49.98	678	1416.15	0
20	52	20.03	51.98	678.1	1464.2	0
20	54	20	53.96	677.6	1512	0
20	56	20.02	55.97	677.95	1560.25	0
20	58	20.02	57.97	677.95	1608.4	0
20	60	20.04	59.97	678.3	1656.4	0
20	62	19.99	61.97	677.35	1704.45	0
21	1	21.04	0.94	699.9	237.1	0
21	3	21.06	3.01	700.5	286.8	0
21	5	21.03	4.96	699.85	333.85	0
21	7	21.03	6.96	699.8	381.75	0
21	9	21.05	8.99	700.2	430.55	0
21	11	21.08	10.97	700.85	478.3	0
21	13	21.05	12.99	700.15	526.8	0
