x	y	new_x	new_y	pixel_x	pixel_y	selected
2	56	2.02	56	311.35	1397.2	0
2	58	2.03	57.99	311.65	1445.1	0
2	60	1.99	60	310.8	1493.3	0
2	62	2	62	311	1541.45	0
3	1	3.03	0.98	333.3	73.6	0
3	3	2.99	2.99	332.3	121.9	0
3	5	3	5	332.55	170.3	0
3	7	3.03	6.97	333.3	217.55	0
3	9	3.04	8.98	333.4	265.9	0
3	11	3.03	11	333.2	314.55	0
3	13	3.03	13.01	333.3	362.9	0
3	15	3.05	15.03	333.8	411.4	0
3	17	3.03	16.99	333.25	458.65	0
3	19	3.03	18.98	333.25	506.6	0
3	21	3.03	21	333.2	555.2	0
3	23	3.05	23.01	333.6	603.45	0
3	25	3.05	25.01	333.7	651.5	0
3	27	3.04	27	333.4	699.35	0
3	29	3.03	29	333.15	747.65	0
3	31	3.01	30.99	332.9	795.5	0
3	33	3.05	33.01	333.65	844.2	0
3	35	3.05	35.01	333.6	892.1	0
3	37	3.02	37.01	333.1	940.2	0
3	39	3.03	39.01	333.25	988.5	0
3	41	3.03	41.03	333.35	1036.9	0
3	43	3.04	43.01	333.5	1084.6	0
3	45	3.01	44.99	332.7	1132.2	0
3	47	3.02	46.99	333	1180.4	0
3	49	3.01	49.01	332.85	1228.95	0
3	51	3.03	51.01	333.3	1277	0
3	53	3.01	53.01	332.7	1325.25	0
3	55	3.01	55	332.9	1373.2	0
3	57	3.01	56.99	332.8	1421.05	0
3	59	3.03	58.99	333.3	1469.05	0
3	61	2.99	61	332.5	1517.55	0
3	63	3	62.98	332.6	1565.1	0
4	2	4.03	1.97	354.9	97.4	0
4	4	4	4.01	354.2	146.45	0
4	6	4.05	5.97	355.35	193.6	0
4	8	4.02	7.98	354.7	241.85	0
4	10	4.03	10.01	354.8	290.7	0
4	12	4.02	12.02	354.7	339.15	0
4	14	4	14.03	354.15	387.35	0
4	16	4.02	16	354.7	434.85	0
4	18	4.04	17.99	355.15	482.7	0
4	20	4.02	20.01	354.65	531.3	0
4	22	4.04	22.01	355	579.5	0
4	24	4.03	24	354.8	627.4	0
4	26	4.05	26.01	355.2	675.75	0
4	28	4.01	28	354.45	723.5	0
4	30	4	30	354.1	771.55	0
4	32	4.02	32	354.6	819.7	0
4	34	4.05	34.01	355.25	868	0
4	36	4.01	36	354.5	916.05	0
4	38	4.02	38	354.75	964.1	0
4	40	4.02	40.02	354.7	1012.6	0
4	42	4.01	42.01	354.4	1060.6	0
4	44	3.99	44	354.1	1108.4	0
4	46	4.01	45.98	354.5	1156.1	0
4	48	4.01	48	354.5	1204.6	0
4	50	4.03	50	354.8	1252.85	0
4	52	4.01	52.01	354.5	1301.05	0
4	54	4	53.99	354.3	1348.75	0
4	56	3.99	55.96	354	1396.2	0
4	58	4.03	57.98	354.85	1444.7	0
4	60	4	59.98	354.3	1492.9	0
4	62	4	61.98	354.2	1541.1	0
5	1	5.03	0.97	376.4	73.2	0
5	3	5	2.99	375.8	121.9	0
5	5	5	5.01	375.95	170.4	0
5	7	5.04	6.96	376.75	217.45	0
5	9	5.06	8.99	377.05	266.25	0
5	11	5.02	11	376.2	314.5	0
5	13	5.05	13.03	377	363.3	0
5	15	5.04	15	376.7	410.8	0
5	17	5.02	17	376.35	458.85	0
5	19	5.05	18.98	376.95	506.5	0
5	21	5.05	21	377	555.1	0
5	23	5.03	22.99	376.45	603.1	0
5	25	5.05	25.01	377	651.6	0
5	27	5.04	26.99	376.65	699.3	0
5	29	5.03	28.99	376.5	747.3	0
5	31	5.02	30.98	376.3	795.3	0
5	33	5.03	33	376.6	843.85	0
5	35	5.06	35	377.15	892	0
5	37	5.01	37	376.1	939.95	0
5	39	5.03	38.98	376.6	987.7	0
5	41	5.04	41.02	376.75	1036.7	0
5	43	5.04	43	376.65	1084.5	0
5	45	5.01	44.99	376	1132.2	0
5	47	5.02	46.98	376.25	1180.15	0
5	49	5.01	48.99	376.15	1228.55	0
5	51	5.03	50.99	376.55	1276.6	0
5	53	5.01	53	376	1324.95	0
5	55	5.01	54.98	376	1372.55	0
5	57	5	56.97	375.9	1420.6	0
5	59	5.03	58.98	376.55	1468.9	0
5	61	4.98	60.99	375.4	1517.15	0
5	63	5	62.97	375.85	1564.95	0
6	2	6.05	2.02	398.6	98.6	0
6	4	6.01	4.04	397.75	147.2	0
6	6	6.04	5.94	398.35	192.7	0
6	8	6.04	7.97	398.25	241.6	0
6	10	6.04	10.02	398.35	290.9	0
6	12	6	12.01	397.4	338.8	0
6	14	6.02	13.94	397.85	385.25	0
6	16	6.06	15.94	398.7	433.3	0
6	18	6.03	17.98	398.2	482.4	0
6	20	5.99	19.99	397.3	530.9	0
6	22	6.03	21.99	398.1	579	0
6	24	6.04	24	398.35	627.3	0
6	26	6.04	26	398.25	675.4	0
6	28	6	27.97	397.4	722.85	0
6	30	5.99	29.98	397.3	771.2	0
6	32	6.01	32	397.75	819.8	0
6	34	6	33.98	397.5	867.45	0
6	36	5.96	35.96	396.6	915.1	0
6	38	6	37.99	397.55	963.8	0
6	40	6	40	397.5	1012.25	0
6	42	6.02	42.03	397.85	1061	0
6	44	6.01	43.98	397.6	1107.9	0
6	46	6.02	46	397.85	1156.6	0
6	48	6	48	397.55	1204.65	0
6	50	5.99	49.99	397.25	1252.7	0
6	52	5.97	51.99	396.9	1300.65	0
6	54	5.98	54.01	397.1	1349.2	0
6	56	5.99	55.98	397.3	1396.7	0
6	58	6	57.99	397.4	1445.1	0
6	60	5.98	59.99	397	1493.25	0
6	62	5.98	61.99	396.95	1541.25	0
7	1	7.01	1.02	419.3	74.5	0
7	3	7	3.06	419.1	123.6	0
7	5	7.01	5.07	419.3	171.95	0
7	7	7.01	6.98	419.2	217.9	0
7	9	7.03	9.01	419.75	266.65	0
7	11	7	11.03	419.1	315.3	0
7	13	7.01	13.02	419.25	363.2	0
7	15	7.01	15.02	419.25	411.2	0
7	17	7.01	16.96	419.2	457.85	0
7	19	7	19.03	419	507.8	0
7	21	6.99	21.01	418.9	555.45	0
7	23	7.04	23.01	419.9	603.6	0
7	25	7.02	25.03	419.5	652.15	0
7	27	7.02	27.01	419.4	699.8	0
7	29	7	28.99	419.1	747.3	0
7	31	7.01	31.01	419.3	796.05	0
7	33	7	33.01	419.1	844.1	0
7	35	7.02	35.01	419.55	892.15	0
7	37	7	37.01	419	940.2	0
7	39	7.01	39.03	419.35	989	0
7	41	7	41.02	419	1036.85	0
7	43	7.04	43.05	420.05	1085.65	0
7	45	7.01	45.02	419.4	1132.95	0
7	47	7	47	419.05	1180.75	0
7	49	6.99	49.02	418.95	1229.35	0
7	51	6.99	51.03	418.95	1277.6	0
7	53	6.97	53.02	418.35	1325.4	0
7	55	6.98	55.02	418.6	1373.65	0
7	57	6.99	57.02	418.85	1421.7	0
7	59	7	59.01	419	1469.7	0
7	61	6.96	61.02	418.25	1517.9	0
7	63	6.98	63.03	418.55	1566.2	0
8	2	8.04	2.04	441.55	98.95	0
8	4	8	4.08	440.7	148.15	0
8	6	7.99	6.02	440.45	194.65	0
8	8	8.03	8.01	441.3	242.5	0
8	10	8.02	10.02	441.15	291	0
8	12	7.99	12.04	440.5	339.65	0
8	14	8	13.99	440.8	386.45	0
8	16	8.01	15.95	440.85	433.55	0
8	18	8.02	18.02	441	483.45	0
8	20	7.98	20.03	440.35	531.75	0
8	22	8.01	22.03	440.95	579.85	0
8	24	8.02	24.01	441.1	627.65	0
8	26	8.03	26.04	441.3	676.35	0
8	28	7.99	27.99	440.6	723.3	0
8	30	7.97	29.95	440.15	770.4	0
8	32	7.99	32.01	440.6	820.05	0
8	34	8.01	34.01	440.95	868.2	0
8	36	7.98	36.01	440.15	916.2	0
8	38	8	38.02	440.8	964.7	0
8	40	7.99	40.02	440.5	1012.75	0
8	42	8.02	42.06	441.05	1061.75	0
8	44	7.98	44.02	440.3	1108.85	0
8	46	7.99	46	440.45	1156.55	0
8	48	7.99	48.01	440.6	1205.05	0
8	50	7.99	50.03	440.4	1253.45	0
8	52	7.97	52.02	440	1301.4	0
8	54	7.96	54.03	439.8	1349.75	0
8	56	7.98	56.01	440.35	1397.5	0
8	58	7.98	58.02	440.35	1445.8	0
8	60	7.98	60.04	440.3	1494.25	0
8	62	7.98	62.01	440.2	1541.7	0
9	1	8.99	1.03	462.2	74.6	0
9	3	9	3.06	462.4	123.5	0
9	5	9	5.07	462.3	171.85	0
9	7	8.98	7.01	461.9	218.5	0
9	9	9.02	9.02	462.8	266.95	0
9	11	9.07	11.02	463.8	315.05	0
9	13	9	12.97	462.4	361.85	0
9	15	9.02	14.98	462.65	410.4	0
9	17	9.01	16.94	462.6	457.35	0
9	19	9	19.02	462.3	507.5	0
9	21	9	21.01	462.35	555.45	0
9	23	9	22.94	462.4	601.8	0
9	25	9.01	24.99	462.6	651.1	0
9	27	9.03	27.02	462.9	699.9	0
9	29	9	29	462.2	747.7	0
9	31	9	30.99	462.25	795.4	0
9	33	8.99	32.99	462.2	843.6	0
9	35	9.04	34.98	463.25	891.55	0
9	37	9	37	462.2	940.15	0
9	39	9	39	462.3	988.1	0
9	41	9	41.03	462.2	1037.1	0
9	43	9.04	43.01	463.1	1084.75	0
9	45	9	44.99	462.25	1132.4	0
9	47	9.01	47	462.5	1180.65	0
9	49	9	49.02	462.3	1229.15	0
9	51	9.01	51.01	462.45	1277.1	0
9	53	8.96	53.01	461.45	1325.3	0
9	55	8.99	54.99	462	1372.95	0
9	57	8.99	57.02	462.1	1421.65	0
9	59	9.01	59.01	462.45	1469.6	0
9	61	8.96	61.02	461.55	1517.9	0
9	63	8.97	63.03	461.6	1566.3	0
10	2	10.01	2	484.15	98	0
10	4	9.95	4.01	482.8	146.4	0
10	6	10.09	5.96	485.8	193.2	0
10	8	10.08	7.95	485.65	241.15	0
10	10	10.08	9.98	485.75	289.9	0
10	12	10.09	11.98	485.85	338.15	0
10	14	10.02	13.95	484.35	385.45	0
10	16	10.01	16	484.1	434.8	0
10	18	10.02	18	484.4	483	0
10	20	9.99	19.97	483.7	530.4	0
10	22	10.01	21.98	484.05	578.75	0
10	24	9.99	23.96	483.75	626.4	0
10	26	10.03	26.01	484.55	675.7	0
10	28	9.96	28	482.95	723.6	0
10	30	10	29.99	483.95	771.4	0
10	32	10.02	32.02	484.3	820.3	0
10	34	10.05	34	484.9	867.95	0
10	36	9.96	35.94	483.15	914.5	0
10	38	10.01	38	484.1	964.05	0
10	40	9.99	39.98	483.7	1011.85	0
10	42	10.01	41.99	484.05	1060.1	0
10	44	10	43.98	484	1107.95	0
10	46	10.02	45.95	484.3	1155.5	0
10	48	9.99	48.01	483.6	1204.85	0
10	50	10	50.02	483.9	1253.2	0
10	52	9.93	52	482.4	1300.85	0
10	54	10.02	53.94	484.3	1347.6	0
10	56	9.96	55.95	483.1	1395.85	0
10	58	9.99	57.97	483.65	1444.6	0
10	60	9.96	59.97	483.1	1492.7	0
10	62	9.98	61.96	483.4	1540.45	0
11	1	11.01	1	505.75	74	0
11	3	10.94	2.94	504.25	120.7	0
11	5	10.98	5.01	505.1	170.35	0
11	7	11.09	6.93	507.4	216.75	0
11	9	11.08	8.95	507.3	265.25	0
11	11	11.07	10.98	507.05	314.05	0
11	13	11.01	12.96	505.85	361.8	0
11	15	11.03	14.96	506.25	409.8	0
11	17	11.04	16.97	506.4	458.1	0
11	19	11	18.96	505.6	506.15	0
11	21	10.98	20.94	505.1	553.7	0
11	23	11.03	23	506.1	603.3	0
11	25	11.01	25	505.7	651.3	0
11	27	11.01	26.99	505.8	699.3	0
11	29	11	28.98	505.55	747.2	0
11	31	10.98	30.99	505.15	795.5	0
11	33	11.01	33	505.85	843.8	0
11	35	11.02	35	506.1	891.85	0
11	37	10.95	36.9	504.35	937.7	0
11	39	11	38.98	505.65	987.8	0
11	41	11.03	41	506.1	1036.35	0
11	43	11.02	42.94	506.05	1083	0
11	45	11.01	44.93	505.7	1130.85	0
11	47	11.02	46.96	506.1	1179.65	0
11	49	10.99	48.99	505.25	1228.6	0
11	51	11.01	50.99	505.85	1276.5	0
11	53	10.96	52.9	504.6	1322.7	0
11	55	10.98	54.88	505.2	1370.1	0
11	57	10.99	56.96	505.4	1420.35	0
11	59	10.98	58.98	505.2	1468.95	0
11	61	10.89	60.93	503.05	1515.75	0
11	63	10.98	63.02	505.1	1566	0
12	2	12	1.97	527.1	97.4	0
12	4	11.98	4.01	526.75	146.4	0
12	6	12.15	5.94	530.45	192.75	0
12	8	12.06	7.98	528.5	241.8	0
12	10	12.1	9.94	529.25	289.1	0
12	12	12.09	11.96	529.1	337.75	0
12	14	12.02	13.98	527.7	386.15	0
12	16	12.02	15.95	527.6	433.55	0
12	18	12.02	17.99	527.7	482.8	0
12	20	12	19.99	527.25	530.8	0
12	22	12.01	21.96	527.3	578.15	0
12	24	12	23.95	527.25	626.1	0
12	26	12.03	26	527.85	675.45	0
12	28	11.99	27.99	526.9	723.3	0
12	30	12	29.98	527.25	771.25	0
12	32	12.01	31.99	527.3	819.5	0
12	34	12.02	33.99	527.65	867.65	0
12	36	11.93	35.93	525.65	914.3	0
12	38	11.97	37.93	526.6	962.3	0
12	40	12	39.99	527.2	1012.1	0
12	42	12.03	41.96	527.75	1059.4	0
12	44	11.97	43.94	526.45	1106.95	0
12	46	11.98	45.96	526.65	1155.65	0
12	48	11.98	47.99	526.7	1204.4	0
12	50	11.99	50	527.05	1252.9	0
12	52	11.96	51.9	526.25	1298.5	0
12	54	11.98	53.98	526.75	1348.6	0
12	56	11.99	55.97	526.95	1396.55	0
12	58	11.99	57.96	526.95	1444.35	0
12	60	11.95	59.98	526	1492.8	0
12	62	11.98	61.96	526.7	1540.6	0
13	1	13.01	1.02	548.95	74.5	0
13	3	12.92	2.97	547.1	121.3	0
13	5	12.94	4.97	547.45	169.4	0
13	7	13.08	6.97	550.6	217.7	0
13	9	13.07	8.97	550.25	265.65	0
13	11	13.08	11.03	550.4	315.25	0
13	13	13.03	12.99	549.35	362.4	0
13	15	13.01	14.96	549	409.9	0
13	17	13.02	16.98	549.2	458.5	0
13	19	12.99	18.96	548.65	506.1	0
13	21	13	20.98	548.8	554.6	0
13	23	12.97	22.92	548.1	601.2	0
13	25	13	24.97	548.75	650.7	0
13	27	13	26.98	548.7	699.05	0
13	29	12.98	28.97	548.4	746.9	0
13	31	13.03	31.03	549.45	796.35	0
13	33	13.02	33.01	549.3	844.05	0
13	35	13.01	34.98	549	891.45	0
13	37	12.98	36.96	548.3	939.2	0
13	39	13.01	39	548.95	988.2	0
13	41	13	41	548.85	1036.3	0
13	43	13.05	42.98	549.85	1084	0
13	45	13.01	44.96	549	1131.45	0
13	47	13	46.99	548.75	1180.3	0
13	49	13	49.01	548.8	1229.05	0
13	51	13.02	50.98	549.25	1276.45	0
13	53	12.93	52.97	547.2	1324.25	0
13	55	12.99	55	548.5	1373	0
13	57	12.96	56.96	548	1420.3	0
13	59	13.01	58.97	549.05	1468.65	0
13	61	12.96	60.99	548	1517.25	0
13	63	12.97	63.03	548.2	1566.25	0
14	2	13.99	1.98	570.2	97.6	0
14	4	13.96	4.03	569.5	146.95	0
14	6	13.96	5.99	569.6	194.1	0
14	8	13.97	7.99	569.8	242.2	0
14	10	13.97	9.99	569.75	290.3	0
14	12	13.95	12.01	569.25	338.9	0
14	14	13.97	14.02	569.8	387.1	0
14	16	13.98	16.01	569.95	435.1	0
14	18	13.98	18.01	570.05	483.25	0
14	20	13.94	20	569.1	531.1	0
14	22	13.97	22.01	569.65	579.45	0
14	24	13.97	24.01	569.8	627.6	0
14	26	14	26.02	570.4	675.9	0
14	28	13.95	28	569.25	723.6	0
14	30	13.96	30.01	569.45	771.95	0
14	32	13.95	32.02	569.3	820.15	0
14	34	13.99	34.01	570.25	868.1	0
14	36	13.94	36	569.15	916.05	0
14	38	13.97	38	569.7	964.1	1
14	40	13.96	40.01	569.6	1012.55	1
14	42	13.97	42.01	569.85	1060.6	1
14	44	13.94	44	569.1	1108.55	0
14	46	13.93	45.99	568.95	1156.25	0
14	48	13.94	48	569.15	1204.6	0
14	50	13.97	50	569.65	1252.9	0
14	52	13.93	52.01	568.8	1301.2	0
14	54	13.94	54	569.2	1349.05	0
14	56	13.96	56	569.5	1397.25	0
14	58	13.97	57.99	569.75	1444.95	0
14	60	13.95	60	569.3	1493.4	0
14	62	13.94	61.99	569.05	1541.4	0
15	1	14.99	0.98	591.9	73.55	0
15	3	14.94	3.02	590.75	122.6	0
15	5	14.96	5.01	591.1	170.4	0
15	7	14.97	6.96	591.3	217.4	0
15	9	14.98	8.98	591.5	266.05	0
15	11	14.97	11	591.4	314.55	0
15	13	14.97	13.01	591.4	362.95	0
15	15	14.98	15	591.6	410.9	0
15	17	15	17.01	592.1	459.1	0
15	19	14.98	19.01	591.65	507.25	0
15	21	14.96	21	591.25	555.05	0
15	23	14.98	23.02	591.55	603.7	0
15	25	14.98	25.01	591.5	651.55	0
15	27	14.96	27	591.1	699.5	0
15	29	14.96	28.99	591.15	747.3	0
15	31	14.96	31.02	591.1	796.15	0
15	33	14.97	33	591.35	843.85	0
15	35	14.99	35.01	591.8	892.15	1
15	37	14.96	36.98	591.05	939.65	1
15	39	14.96	39.04	591.05	989.1	1
15	41	14.97	41	591.45	1036.4	1
15	43	14.98	43.01	591.65	1084.6	1
15	45	14.94	44.99	590.75	1132.2	0
15	47	14.93	46.98	590.5	1180.2	0
15	49	14.95	49	590.9	1228.7	0
15	51	14.97	51.01	591.35	1277	0
15	53	14.93	53	590.45	1325	0
15	55	14.96	55	591.15	1373.05	0
15	57	14.97	57	591.3	1421.3	0
15	59	14.98	58.98	591.6	1468.95	0
15	61	14.93	60.99	590.6	1517.3	0
15	63	14.96	63	591.05	1565.5	0
16	2	15.99	1.96	613.45	97.1	0
16	4	15.95	4.02	612.65	146.6	0
16	6	15.96	5.99	612.8	194	0
16	8	15.97	7.98	613	241.95	0
16	10	15.98	9.99	613.1	290.2	0
16	12	15.94	12	612.3	338.7	0
16	14	15.97	14	613.1	386.75	0
16	16	15.98	15.99	613.2	434.7	0
16	18	15.99	17.98	613.4	482.55	0
16	20	15.95	20	612.65	531.1	0
16	22	15.98	22	613.1	579.2	0
16	24	15.97	24.01	613.1	627.45	0
16	26	15.99	26.02	613.35	675.95	0
16	28	15.95	27.99	612.5	723.3	0
16	30	15.96	29.96	612.75	770.6	0
16	32	15.97	32.01	612.95	819.95	0
16	34	15.98	34.02	613.3	868.4	1
16	36	15.95	35.98	612.6	915.65	1
16	38	15.94	37.98	612.4	963.7	1
16	40	15.97	40	612.9	1012.2	1
16	42	15.97	42	613	1060.4	1
16	44	15.94	43.99	612.25	1108.2	1
16	46	15.93	45.99	612.1	1156.4	1
16	48	15.96	47.99	612.75	1204.45	0
16	50	15.97	50.01	612.95	1253	0
16	52	15.92	51.99	611.9	1300.75	0
16	54	15.95	53.99	612.45	1348.85	0
16	56	15.96	55.99	612.7	1397	0
16	58	15.97	57.98	612.9	1444.85	0
16	60	15.96	60	612.75	1493.3	0
16	62	15.94	61.97	612.3	1540.7	0
17	1	16.97	0.97	634.6	73.35	0
17	3	16.96	3	634.3	122	0
17	5	16.96	5.02	634.35	170.6	0
17	7	16.94	6.98	633.95	217.9	0
17	9	16.98	8.98	634.8	265.85	0
17	11	16.96	10.98	634.5	314	0
17	13	16.94	12.99	633.95	362.45	0
17	15	16.98	14.98	634.7	410.25	0
17	17	16.98	16.99	634.85	458.55	0
17	19	16.98	18.99	634.8	506.7	0
17	21	16.96	20.99	634.5	554.95	0
17	23	16.98	22.99	634.75	603.05	0
17	25	16.98	25.01	634.9	651.6	0
17	27	16.99	26.98	634.95	699.1	0
17	29	16.95	28.98	634.25	747.05	0
17	31	16.97	30.99	634.5	795.4	0
17	33	16.97	32.98	634.7	843.4	1
17	35	16.99	34.98	635	891.45	1
17	37	16.96	36.97	634.3	939.4	1
17	39	16.97	38.98	634.65	987.7	1
17	41	16.98	40.98	634.75	1035.85	1
17	43	16.97	43	634.65	1084.4	1
17	45	16.95	44.97	634.1	1131.8	1
17	47	16.94	46.96	633.95	1179.8	1
17	49	16.97	48.99	634.6	1228.55	1
17	51	16.98	50.98	634.8	1276.4	0
17	53	16.94	52.98	633.95	1324.45	0
17	55	16.96	54.98	634.35	1372.7	0
17	57	16.97	56.99	634.55	1421.05	0
17	59	16.97	58.97	634.65	1468.6	0
17	61	16.92	60.98	633.6	1516.95	0
17	63	16.93	62.98	633.75	1565	0
18	2	18.06	1.97	658.1	97.25	0
18	4	18.03	4	657.4	146.1	0
18	6	18.04	5.94	657.65	192.75	0
18	8	18.04	7.97	657.8	241.6	0
18	10	18.06	9.98	658.15	289.9	0
18	12	18.02	12	657.2	338.6	0
18	14	18.06	13.99	658.25	386.5	0
18	16	18.04	15.98	657.8	434.5	0
18	18	18.04	17.98	657.8	482.4	0
18	20	18.02	19.99	657.3	530.85	0
18	22	18.02	21.97	657.3	578.5	0
18	24	18.02	23.99	657.3	627.1	0
18	26	18.04	25.99	657.65	675.2	0
18	28	18	27.99	656.9	723.2	0
18	30	18.01	29.97	657.05	770.95	0
18	32	18.03	31.99	657.55	819.6	1
18	34	18.04	34	657.7	867.9	1
18	36	17.99	36	656.7	916.1	1
18	38	18.03	37.98	657.45	963.55	1
18	40	18.03	39.99	657.45	1012.05	1
18	42	18.02	41.99	657.4	1060.05	1
18	44	18.03	43.97	657.4	1107.7	1
18	46	18.01	45.95	657.2	1155.5	1
18	48	18.03	47.97	657.6	1203.95	1
18	50	18.05	49.98	657.85	1252.25	1
18	52	18	51.96	656.95	1300.05	0
18	54	18.01	53.96	657.1	1348.2	0
18	56	18.02	55.96	657.2	1396.15	0
18	58	18.03	57.97	657.6	1444.45	0
18	60	18.02	59.97	657.2	1492.55	0
18	62	18.01	61.95	657	1540.4	0
19	1	19.02	0.91	678.9	71.9	0
19	3	19.02	3	678.9	122.15	0
19	5	19.03	4.99	679.05	170	0
19	7	19.03	6.94	679.25	216.9	0
19	9	19.05	8.97	679.65	265.8	0
19	11	19.03	10.99	679.2	314.3	0
19	13	19.04	13.01	679.45	362.95	0
19	15	19.05	15	679.5	410.8	0
19	17	19.05	17	679.45	459	0
19	19	19.04	19	679.35	507.05	0
19	21	19.03	20.99	679.05	554.9	0
19	23	19.04	22.97	679.4	602.4	0
19	25	19.05	25	679.55	651.4	0
19	27	19.03	26.99	679.1	699.2	0
19	29	19.02	28.99	678.95	747.3	0
19	31	19.02	31	679	795.6	0
19	33	19.03	32.99	679.1	843.7	1
19	35	19.04	35.01	679.3	892.2	1
19	37	19.01	36.99	678.7	939.9	1
19	39	19.03	39	679.2	988.1	1
19	41	19.04	40.98	679.3	1035.9	1
19	43	19.05	42.99	679.5	1084.25	1
19	45	19.01	44.96	678.8	1131.65	1
19	47	19.03	46.98	679.15	1180.05	1
19	49	19.03	48.99	679.2	1228.6	1
19	51	19.04	50.99	679.35	1276.7	1
19	53	19	52.95	678.4	1323.75	0
19	55	19.02	54.97	679	1372.4	0
19	57	19.04	56.97	679.25	1420.5	0
19	59	19.03	58.97	679.1	1468.6	0
19	61	19	60.99	678.45	1517.15	0
19	63	18.99	62.92	678.25	1563.7	0
20	2	20.06	1.98	701.4	97.6	0
20	4	20.03	4.01	700.85	146.4	0
20	6	20.02	5.98	700.6	193.85	0
20	8	20.04	7.99	700.9	242.05	0
20	10	20.06	10.02	701.4	290.9	0
20	12	20.04	12.03	701.05	339.4	0
20	14	20.03	14.04	700.8	387.6	0
20	16	20.05	16.02	701.25	435.25	0
20	18	20.07	18.01	701.7	483.3	0
20	20	20.03	20.02	700.65	531.5	0
20	22	20.04	21.99	701.05	578.9	0
20	24	20.02	24.01	700.6	627.55	0
20	26	20.04	26.01	701	675.7	0
20	28	20.01	28.01	700.4	723.7	0
20	30	20.03	30.01	700.7	771.9	0
20	32	20.03	32.02	700.8	820.2	1
20	34	20.05	34.02	701.3	868.45	1
20	36	20.01	36.02	700.3	916.4	1
20	38	20.03	37.99	700.8	963.95	1
20	40	20.01	40.03	700.4	1013.05	1
20	42	20.01	42.01	700.35	1060.5	1
20	44	20.01	44	700.2	1108.45	1
20	46	20.02	45.98	700.5	1156.1	1
20	48	20.03	48	700.85	1204.65	1
20	50	20.04	50.01	700.95	1252.95	1
20	52	20.01	52	700.4	1301	1
20	54	20.02	54	700.5	1348.95	0
20	56	20.02	56	700.55	1397.2	0
20	58	20.04	57.99	700.9	1445	0
20	60	20.03	59.99	700.7	1493.1	0
20	62	20.01	61.99	700.4	1541.25	0
21	1	21.04	0.94	722.55	72.5	0
21	3	21.03	3.01	722.4	122.2	0
21	5	21.04	5	722.65	170.1	0
21	7	21.04	6.97	722.65	217.7	0
21	9	21.06	9	722.95	266.4	0
21	11	21.03	11	722.45	314.55	0
21	13	21.07	13.01	723.25	362.95	0
21	15	21.05	15.01	722.75	411	0
21	17	21.04	17.01	722.65	459.2	0
21	19	21.03	19	722.5	506.9	0
21	21	21.03	20.99	722.35	554.9	0
21	23	21.02	22.99	722.15	603.1	0
21	25	21.03	25.01	722.25	651.65	0
21	27	21.04	27.01	722.5	699.7	0
21	29	21.05	29	722.75	747.5	0
21	31	21.04	31.01	722.6	795.95	0
21	33	21.03	33.01	722.3	844	1
